"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZV2AJXY2","journalArticle","2017","Christen, Kimberly; Merril, Alex; Wynne, Michael","A Community of Relations: Mukurtu Hubs and Spokes","D-Lib Magazine","","","http:s//doi.org/10.1045/may2017-christen","","","2017","2020-04-17 10:06:29","2020-04-17 10:07:56","","","","5/6","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ULJY29B","bookSection","2020","Anderson, Suse","Some Provocations on the Digital Future of Museums","The Digital Future of Museums: Conversations and Provocations","","","","","","2020","2020-04-17 09:56:52","2020-04-17 09:58:30","","10-25","","","","","","","","","","","Routledge","","","","","","","","","","","","","","","Winesmith, Keir; Anderson, Suse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9FAXFCG9","bookSection","2014","Grinell, Klas","Challenging Normality: Museums In/As Public Space","Museums and Truth","","","","","","2014","2020-04-17 09:51:01","2020-04-17 09:52:48","","161-188","","","","","","","","","","","Cambridge Scholars Publishing","Newcastle upon Tyne, England","","","","","","","","","","","","","","Fromm, Annette B.; Rekdal, Per B.; Golding, Viv.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZSATIW26","journalArticle","2007","Macmillan, Fiona","The Dysfunctional Relationship Between Copyright and Cultural Diversity","Quaderns Del CAC","","","","","","2007","2020-04-17 08:54:52","2020-04-17 08:55:39","","101-110","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/ARDRERSL/Macmillan - The dysfunctional relationship between copyright a.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YW5V2ZV","journalArticle","2018","Langmead, Alison","Art and Architectural History and the Performative, Mindful Practice of the Digital Humanities","The Journal of Interactive Technology and Pedagogy","","","","https://jitp.commons.gc.cuny.edu/art-and-architectural-history-and-the-performative-mindful-practice-of-the-digital-humanities/","","2018","2020-04-17 08:31:13","2020-04-17 08:54:52","","","","12","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25DNDVEZ","report","2001","","Substantive Issues Arising in the Implementation of the International Covenant on Economic Social and Cultural Rights, Twenty-seventh session, Geneva 12-30 November 2001","","","","","https://www2.ohchr.org/english/bodies/cescr/docs/statements/E.C.12.2001.15HRIntel-property.pdf","","2001","2019-11-23 14:10:56","2020-04-14 18:04:44","2019-11-23 14:10:49","","","","","","","","","","","","","","","","UN Committee on Economic, Social and Cultural Rights","","","","","","","/home/diegodlh/Zotero/storage/X34GXURX/E.C.12.2001.15HRIntel-property.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIYFVBF4","report","2005","","General Comment No. 17. The right of everyone to benefit from the protection of the moral and material interests resulting from any scientific, literary or artistic production of which he or she is the author (article 15, paragraph 1 (c), of the Covenant), Thirty-fifth session, Geneva, 7-25 November 2005","","","","","http://docstore.ohchr.org/SelfServices/FilesHandler.ashx?enc=4slQ6QSmlBEDzFEovLCuW1a0Szab0oXTdImnsJZZVQcMZjyZlUmZS43h49u0CNAuJIjwgfzCL8JQ1SHYTZH6jsZteqZOpBtECZh96hyNh%2f%2fHW6g3fYyiDXsSgaAmIP%2bP","","2005","2019-10-24 13:27:28","2020-04-14 18:03:16","2019-10-24 13:27:12","","","","","","","","","","","","","","","","UN Committee on Economic, Social and Cultural Rights","","","","","","","/home/diegodlh/Zotero/storage/E3X3GUGT/FilesHandler.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MENXXZAL","report","2009","","General Comment No. 21: Right of everyone to take part in cultural life (art. 15, para. 1 (a), of the International Covenant on Economic, Social and Cultural Rights), Forty-third session, 2-20 November 2009","","","","","http://docstore.ohchr.org/SelfServices/FilesHandler.ashx?enc=4slQ6QSmlBEDzFEovLCuW1a0Szab0oXTdImnsJZZVQc5ReG9hKvddWC2ML5U76E63nT%2beY%2btmSVIRS0ynN0q4EDmpjJye7rC1DxEtC%2fGxx7WLBcmnxGwpWSXy0fmnHDS","","2009","2019-11-23 14:12:04","2020-04-14 18:02:07","2019-11-23 14:12:04","","","","","","","","","","","","","","","","UN Committee on Economic, Social and Cultural Rights","","","","","","","/home/diegodlh/Zotero/storage/7BZGUUMZ/FilesHandler.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7WBMZSL","conferencePaper","2018","Valeonti, Foteini; Hudson-Smith, Andrew; Terras, Melissa; Zarkali, Chrysanthi","Reaping the Benefits of Digitisation: Pilot study exploring revenue generation from digitised collections through technological innovation","","","","10.14236/ewic/EVA2018.11","https://ewic.bcs.org/content/ConWebDoc/59616","","2018","2020-04-14 17:44:48","2020-04-14 17:46:55","2018-08-26 21:10:14","56-63","","","","","","Reaping the Benefits of Digitisation","","","","","","","en","","","","","Crossref","","","","/home/diegodlh/Zotero/storage/UEDSIM36/Valeonti et al. - 2018 - Reaping the Benefits of DigitisationPilot study e.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Electronic Visualisation and the Arts","","","","","","","","","","","","","","",""
"PQYUHIYF","journalArticle","2009","Srinivasan, Ramesh; Enote, Jim; Bevcar, katherine M.; Boast, Robin","Critical and Reflective Uses of New Media Technologies in Tribal Museums","Museums Management and Curatorship","","","","","","2009","2020-04-14 17:33:02","2020-04-14 17:34:31","","161-181","","2","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E2YHFDPH","webpage","","","Plateau Peoples' Web Portal","Washing State University","","","","https://plateauportal.libraries.wsu.edu/","","","2020-04-14 17:12:45","2020-04-14 17:13:38","2020-04-14 17:12:45","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/7MJQYB5J/plateauportal.libraries.wsu.edu.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNH4479C","blogPost","","","Mukurtu Wumpurrarni-kari Archive","Mukurtu CMS","","","","https://mukurtu.org/project/mukurtu-wumpurrarni-kari-archive/","","","2020-04-14 17:11:37","2020-04-14 17:11:37","2020-04-14 17:11:37","","","","","","","","","","","","","","en","","","","","","","Library Catalog: mukurtu.org","","/home/diegodlh/Zotero/storage/X5H3BDZH/mukurtu-wumpurrarni-kari-archive.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7VP5SSC","journalArticle","2013","Srinivasan, Ramesh","Re-thinking the Cultural Codes of New Media: The Question concerning Ontology","New Media and Society","","","","","","2013","2020-04-14 17:06:21","2020-04-14 17:07:19","","203-223","","2","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TB9TPBB","encyclopediaArticle","2020","","Impact of the 2019–20 coronavirus pandemic on the arts and cultural heritage","Wikipedia","","","","https://en.wikipedia.org/w/index.php?title=Impact_of_the_2019%E2%80%9320_coronavirus_pandemic_on_the_arts_and_cultural_heritage&oldid=950934686","The 2019–20 coronavirus pandemic had a sudden and substantial impact on the arts and cultural heritage (GLAM) sectors. The global health crisis and the uncertainly resulting from it profoundly affected organisations' operations as well as individuals – both employed and independent – across the sector. Arts and culture sector organisations attempted to uphold their (often publicly funded) mission to provide access to cultural heritage to the community; maintain the safety of their employees, collections, and the public; while reacting to the unexpected change in their business model with an unknown end. By March 2020, across the world most cultural institutions had been indefinitely closed (or at least with their services radically curtailed) exhibitions, events and performances cancelled or postponed. In response there were intensive efforts to provide alternative or additional services through digital platforms, to maintain essential activities with minimal resources, to document the events themselves through new acquisitions, and simultaneously an awareness that there would be many new creative works which had been inspired by the event. Many individuals across the sector would temporarily or permanently lose contracts or employment with varying degrees of warning and financial assistance available. Equally, financial stimulus from governments and charities for artists, would provide greatly differing levels of support depending on the sector and the country. The public demand for cultural activities was expected to return, but at an unknown time and with the assumption that different kinds of experiences would be popular.","2020-04-14","2020-04-14 16:51:16","2020-04-14 16:51:16","2020-04-14 16:51:16","","","","","","","","","","","","","","en","Creative Commons Attribution-ShareAlike License","","","","Wikipedia","","Page Version ID: 950934686","","/home/diegodlh/Zotero/storage/3ECG4YXM/index.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIDGFL9P","blogPost","","Mar 9, InfoJustice Eds |; Fora, 2020 | Regional","ARIPO Model Copyright Law: How Does It Score? | infojustice","","","","","http://infojustice.org/archives/42082","","","2020-03-11 16:34:11","2020-03-11 16:34:11","2020-03-11 16:34:11","","","","","","","ARIPO Model Copyright Law","","","","","","","en-US","","","","","","","Library Catalog: infojustice.org","","/home/diegodlh/Zotero/storage/7EVDAWUB/42082.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSPYD7SE","webpage","2020","Henshaw, Christy","Digitisation Strategy 2020–2025","Medium","","","","https://stacks.wellcomecollection.org/digitisation-strategy-2020-2025-c965dd77624f","At Wellcome Collection, we digitise our historic collections to open them up to anyone, anywhere. As we move into our second decade of…","2020-03-10","2020-03-11 14:56:35","2020-03-11 14:56:35","2020-03-11 14:56:35","","","","","","","","","","","","","","en","","","","","","","Library Catalog: stacks.wellcomecollection.org","","/home/diegodlh/Zotero/storage/F2UENV9Z/digitisation-strategy-2020-2025-c965dd77624f.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8IN88MY","webpage","","","Accessibility's Catalog Page | Pressbooks","","","","","https://pressbooks.library.ryerson.ca/catalog/accessibility","","","2020-03-11 13:54:11","2020-03-11 13:54:11","2020-03-11 13:54:11","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/TT9VYKYT/accessibility.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GBL6IHSM","blogPost","","sthompson","Recent Posts","Climate Heritage Mobilization","","","","http://climateheritage.org/recent/","Recent Events Recent Posts","","2020-03-06 21:57:47","2020-03-06 21:57:47","2020-03-06 21:57:47","","","","","","","","","","","","","","en-US","","","","","","","Library Catalog: climateheritage.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMRHB96Y","webpage","","Centre, UNESCO World Heritage","World Heritage and Tourism in a Changing Climate","UNESCO World Heritage Centre","","","","https://whc.unesco.org/en/tourism-climate-change/","This report provides an overview of the increasing vulnerability of World Heritage sites to climate change impacts and the potential implications for and of global tourism. It also examines the close relationship  ...","","2020-03-06 21:56:08","2020-03-06 21:56:08","2020-03-06 21:56:08","","","","","","","","","","","","","","en","","","","","","","Library Catalog: whc.unesco.org","","/home/diegodlh/Zotero/storage/GSWS5CYJ/tourism-climate-change.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32ECFHL2","webpage","","","Union of Concerned Scientists","","","","","https://www.ucsusa.org/","","","2020-03-06 21:55:53","2020-03-06 21:55:53","2020-03-06 21:55:53","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/XGZFCBWF/www.ucsusa.org.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QM27RRTL","blogPost","","","Climate Change and Heritage – US/ICOMOS","","","","","https://usicomos.org/category/knowledge-community/climate-change-and-heritage/","","","2020-03-06 21:55:47","2020-03-06 21:55:47","2020-03-06 21:55:47","","","","","","","","","","","","","","en-US","","","","","","","Library Catalog: usicomos.org","","/home/diegodlh/Zotero/storage/EC7GYK3F/climate-change-and-heritage.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7IAD4Y4","webpage","","","Heritage & Museums on culture360.ASEF.org","ASEF culture360","","","","https://culture360.asef.org/asemus-culture360/","Dear ASEMUS website readers, The ASEMUS wesbite is now permanently closed. However, you can still find news, events and opportunities related to heritage &amp; museums in Asia and Europe here on culture360.ASEF.org. You can also find the directory of all the ASEMUS&nbsp;museums&#39; members here:&nbsp;https://culture360.asef.org/resources/museums/ You can also continue to...","","2020-03-06 21:55:39","2020-03-06 21:55:39","2020-03-06 21:55:39","","","","","","","","","","","","","","en","","","","","","","Library Catalog: culture360.asef.org","","/home/diegodlh/Zotero/storage/M9IBAA5Z/asemus-culture360.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GD9ILUA7","webpage","","","ICOMOS releases “Future of Our Pasts” report to increase engagement of cultural heritage in climate action - International Council on Monuments and Sites","","","","","https://www.icomos.org/en/77-articles-en-francais/59522-icomos-releases-future-of-our-pasts-report-to-increase-engagement-of-cultural-heritage-in-climate-action","","","2020-03-06 21:55:32","2020-03-06 21:55:32","2020-03-06 21:55:32","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/FVTSLHZ5/59522-icomos-releases-future-of-our-pasts-report-to-increase-engagement-of-cultural-heritage-in.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEDRNJIL","webpage","","","Environmental Programme | Arts Council England","","","","","https://www.artscouncil.org.uk/resilience-and-sustainability/environmental-programme","","","2020-03-06 21:54:39","2020-03-06 21:54:39","2020-03-06 21:54:39","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/MGTY5AQ3/environmental-programme.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5QWF5C6","webpage","","","Home","Julie's Bicycle","","","","https://juliesbicycle.com/","How We Help Climate change is a cultural challenge that requires urgent action. Act Make your work sustainable with JB’s Creative Green services: consultancy, environmental reporting and certification. Get Creative Get involved in a creative programme or find out more about JB’s work in policy and our international projects. Lead Transform your work and become …","","2020-03-06 21:52:36","2020-03-06 21:52:36","2020-03-06 21:52:36","","","","","","","","","","","","","","en-US","","","","","","","Library Catalog: juliesbicycle.com","","/home/diegodlh/Zotero/storage/65LXXBCK/juliesbicycle.com.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GP3RPAZW","webpage","","","Museums & Climate Change Network","Museums & Climate Change Network","","","","https://mccnetwork.org","","","2020-03-06 21:52:30","2020-03-06 21:52:30","2020-03-06 21:52:30","","","","","","","","","","","","","","en-US","","","","","","","Library Catalog: mccnetwork.org","","/home/diegodlh/Zotero/storage/R9VBGYTC/mccnetwork.org.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77PW57KR","webpage","","","Arcadia","","","","","http://arcadiafood.org/","","","2020-03-06 21:52:18","2020-03-06 21:52:18","2020-03-06 21:52:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23BUD9B5","webpage","","Centre, UNESCO World Heritage","Climate Change and World Heritage","UNESCO World Heritage Centre","","","","http://whc.unesco.org/en/climatechange/","Climate Change  Climate Change and World Heritage      © NOAA / Andy Collins / Papahānaumokuākea         Consultation  An online consultation concerning the updating of the “Policy Document on the Impacts of  ...","","2020-03-06 21:52:07","2020-03-06 21:52:07","2020-03-06 21:52:07","","","","","","","","","","","","","","en","","","","","","","Library Catalog: whc.unesco.org","","/home/diegodlh/Zotero/storage/B4PS9DPV/climatechange.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLRK9L3F","webpage","","","Cultural Resources Climate Change Strategy - Climate Change (U.S. National Park Service)","","","","","https://www.nps.gov/subjects/climatechange/culturalresourcesstrategy.htm","","","2020-03-06 21:51:59","2020-03-06 21:51:59","2020-03-06 21:51:59","","","","","","","","","","","","","","en","","","","","","","Library Catalog: www.nps.gov","","/home/diegodlh/Zotero/storage/ENNXLFJD/culturalresourcesstrategy.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHGPBEFL","blogPost","","","ICOMOS Passes Resolution on Climate Change and Cultural Heritage","","","","","https://usicomos.org/icomos-passes-resolution-on-climate-change-and-cultural-heritage/","","","2020-03-05 15:50:41","2020-03-05 15:50:41","2020-03-05 15:50:41","","","","","","","","","","","","","","en-US","","","","","","","Library Catalog: usicomos.org","","/home/diegodlh/Zotero/storage/IUKKWUBL/icomos-passes-resolution-on-climate-change-and-cultural-heritage.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZH9II7B","webpage","","","Sustainability, Access, and Process: Discussion about Collection Environments","","","","","https://www.getty.edu/conservation/publications_resources/newsletters/33_2/dialogue.html","","","2020-03-05 14:39:01","2020-03-05 14:39:01","2020-03-05 14:39:01","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/ZLWTCVN5/dialogue.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7ZZFM9M9","webpage","","","Declaration on Environmental Guidelines - ICOM-CC","","","","","http://www.icom-cc.org/332/-icom-cc-documents/declaration-on-environmental-guidelines/#.XmEOznVKg5k","","","2020-03-05 14:38:38","2020-03-05 14:38:38","2020-03-05 14:38:38","","","","","","","","","","","","","","en","","Text.Homepage","","","","","Library Catalog: www.icom-cc.org","","/home/diegodlh/Zotero/storage/2M67YBS7/declaration-on-environmental-guidelines.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EUDYC5HS","newspaperArticle","","Moore, Matthew","Museum fees are killing art history, say academics","","","0140-0460","","https://www.thetimes.co.uk/article/museum-fees-are-killing-art-history-say-academics-qhfwmdws6","Historians say that they are abandoning academic projects because of a “tax on scholarship” imposed by museums.The Tate and the British Museum are among institutions that charge scholars to reprint","","2020-03-03 19:17:58","2020-03-03 19:18:06","2020-03-03 19:17:58","","","","","","","","","","","","","","en","","","","","www.thetimes.co.uk","","","","/home/diegodlh/Zotero/storage/GUM4GP9M/museum-fees-are-killing-art-history-say-academics-qhfwmdws6.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","news","","","",""
"K3L5RNXB","webpage","","sthompson","Home","Climate Heritage Mobilization","","","","http://climateheritage.org/","The Climate Heritage Network is a voluntary, mutual support network of local and city, state/provincial and regional, indigenous peoples', and national arts, culture and heritage governmental and quasi-governmental boards, offices, ministries and site management agencies as well as NGOs, universities, businesses and other organizations committed to aiding their communities in tackling climate","","2020-03-03 19:09:02","2020-03-03 19:09:08","2020-03-03 19:09:02","","","","","","","","","","","","","","en-US","","","","","","","Library Catalog: climateheritage.org","","/home/diegodlh/Zotero/storage/DFK47NVX/climateheritage.org.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2LH6I6RV","journalArticle","","Velden, Maja van der","When Knowledges Meet: Wikipedia and other stories from the contact zone","","","","","https://www.academia.edu/15848302/When_Knowledges_Meet_Wikipedia_and_other_stories_from_the_contact_zone","When Knowledges Meet: Wikipedia and other stories from the contact zone","","2020-03-03 18:38:03","2020-03-03 18:38:14","2020-03-03 18:38:03","","","","","","","When Knowledges Meet","","","","","","","en","","","","","www.academia.edu","","","","/home/diegodlh/Zotero/storage/IL5VQ9DI/When_Knowledges_Meet_Wikipedia_and_other_stories_from_the_contact_zone.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BNSYGTEX","webpage","2017","https://plus.google.com/+UNESCO","Safeguarding the Memory of the World – UNESCO Recommendation concerning the Preservation of, Access to, Documentary Heritage in the Digital Era","UNESCO","","","","https://en.unesco.org/programme/mow/recommendation-documentary-heritage","Documentary heritage in archives, libraries and museums constitutes a major part of the memory of the peoples of the world and reflects the diversity of peoples, languages and cultures. The issue of preserving this heritage has been a source of concern to specialists and other familiar with its fragility and the ensuing risks of losing important sources of information. Professional groups have urged UNESCO to develop a standard-setting instrument to provide the basis for the protection of the world’s documentary heritage, including in digital form.","2017-03-16","2020-03-03 15:59:37","2020-03-03 15:59:37","2020-03-03 15:59:37","","","","","","","","","","","","","","en","","","","","","","Library Catalog: en.unesco.org","","/home/diegodlh/Zotero/storage/8L4N6X5P/recommendation-documentary-heritage.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y365YIYD","webpage","","","IFLA -- Resources gathered by the survey on preservation standards (2016)","","","","","https://www.ifla.org/node/11430#DigStrat","","","2020-03-03 15:59:23","2020-03-03 15:59:23","2020-03-03 15:59:23","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/E7RD87ZW/11430.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISYSKUS2","webpage","","Connecticut Digital Archive","Copyright Guide","","","","","https://ctdigitalarchive.org/RS/copyright","","","2020-02-26 17:21:34","2020-02-29 14:47:46","2020-02-26 17:21:34","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/S4WPF9ZY/copyright.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJQ9SM84","webpage","","World Intellectual Property Organization","Documenting Traditional Knowledge – A Toolkit","","","","","https://www.wipo.int/publications/en/details.jsp?id=4235","There is growing interest in documenting the wealth of traditional knowledge (TK) that has been developed by indigenous peoples and local communities around the world. But documenting TK can raise important issues, especially as regards intellectual property. This Toolkit presents a range of easy-to-use checklists and other resources to help ensure that anyone considering a documentation project can address those issues effectively.","","2020-02-27 15:58:33","2020-02-29 14:47:25","2020-02-27 15:58:33","","","","","","","","","","","","","","en","","","","","","","Library Catalog: www.wipo.int","","/home/diegodlh/Zotero/storage/P37Y6I8C/details.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZ22SJZI","webpage","","Creative Commons","Public Domain Guidelines","","","","","https://wiki.creativecommons.org/wiki/Public_Domain_Guidelines","","","2020-02-26 17:20:19","2020-02-29 14:46:47","2020-02-26 17:20:19","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/C8ET9GYZ/Public_Domain_Guidelines.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DLGQ8IE","document","","Creative Commons","Guide to using public domain tools","","","","","https://wiki.creativecommons.org/images/8/88/Publicdomain.pdf","","","2020-02-27 14:40:19","2020-02-29 14:46:21","2020-02-18 20:16:18","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/A82ACRER/Publicdomain.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8DJP39J","journalArticle","2017","Sutherland, Tonia","Archival Amnesty: In Search of Black American Transitional and Restorative Justice","Journal of Critical Library and Information Studies","","","","https://journals.litwinbooks.com/index.php/jclis/article/view/42","Archives as memory institutions have a collective mandate to document and preserve a national cultural heritage. Recently, American archives and archivists have come under fire for pervasive homogeneity - for privileging, preserving, and reproducing a history that is predominantly white and further silencing the voices and histories of marginalized peoples and communities. This paper argues that as such, archives participate in a continuing amnesty that prevents transitional and restorative justice for black Americans in the United States. Using the history of lynching in America as a backdrop, this article explores the records and counter-narratives archives need to embrace in order to support truth and reconciliation processes for black Americans in the age of #ArchivesForBlackLives.","2017","2020-02-25 17:47:08","2020-02-29 14:45:53","2020-02-25 17:47:08","","","2","1","","","Archival Amnesty","","","","","","","en-US","","","","","journals.litwinbooks.com","","","","/home/diegodlh/Zotero/storage/8V86I8AT/Archival Amnesty In Search of Black American Tran.pdf; /home/diegodlh/Zotero/storage/LN82N6DD/42.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L8GK5MZZ","webpage","","Creative Commons","Best practices for attribution","","","","","https://wiki.creativecommons.org/wiki/Best_practices_for_attribution","","","2020-02-26 17:20:34","2020-02-29 14:45:02","2020-02-26 17:20:34","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/T9GDZ8E7/Best_practices_for_attribution.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4FQWV2A","blogPost","2018","Ashar, Amar; Cortesi, Sandra","Why Inclusion Matters for the Future of Artificial Intelligence","Harvard Business School Digital Initiative","","","","https://digital.hbs.edu/artificial-intelligence-machine-learning/inclusion-matters-future-artificial-intelligence/","The potential of AI to change the world is undeniable, and yet there is an ugly side to this transformational technology in the form of biased and exclusionary machine learning. Amar Ashar and Sandra Cortesi of the Berkman Klein Center’s Ethics and Governance of Artificial Intelligence group detail some of the most pressing issues related to the AI divide and explore how AI can become more inclusive as the technology takes greater hold globally.","2018-04-26","2020-02-26 15:29:19","2020-02-29 14:44:32","2018-06-09 09:25:07","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/VA2VKC54/inclusion-matters-future-artificial-intelligence.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2S2VNZ45","webpage","","Australian Network on Disability","Disability etiquette","","","","","https://www.and.org.au/pages/etiquette.html","The most important thing to remember is to treat each person with respect.","","2020-02-25 18:00:43","2020-02-29 14:43:03","2020-02-25 18:00:43","","","","","","","","","","","","","","en","","","","","","","","","/home/diegodlh/Zotero/storage/KW3RPSCD/etiquette.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYS2LGSL","webpage","","Hirtle, Peter","Copyright Term and the Public Domain in the United States","","","","","https://copyright.cornell.edu/publicdomain","Copyright Term and the Public Domain in the United States - Chart done by Peter Hirtle.","","2020-02-27 18:10:35","2020-02-27 18:11:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
